"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"679","BreakPad","{AGE=OutofWarranty,MODEL=Quantum,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=Village}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.001934236,7.209046,71500,0.0002591941,0.1340034,1,"Quantum","OutofWarranty","Re-Import","Other","N","Spain","Village",FALSE,517,0.001934236,0,71425.5,114067.5,92746.5,0.266306969,6.80944536373482e-11,7.26318206114989,5.87203965046705e-11,2.32428515845595,0.861303566600096,1540,7,-2.2516002975828e-09,-7.95357142800099e-08,-4.06231509896986,0.13400329639196,-0.0451644816506718,0.982981280464225,1622,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"680","BreakPad","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Spain,GEO_TYPE=SmallTown}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.01265823,47.17818,71477,0.01160059,0.9164463,1,"Ultima","OutofWarranty","VWDealer","Corporate","Unknown","Spain","SmallTown",FALSE,79,0.01265823,0,115052.5,155000.5,135026.5,0.266306969,5.05909551682848e-10,47.5324774546174,4.95267740031751e-10,6.75023391431252,0.978806920100371,1551,7,-7.83098455083858e-08,-7.90991669364828e-08,-55.2920193892248,0.916446375204116,10.7696274882531,0.983001051489821,1633,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"681","BreakPad","{AGE=InWarranty,MODEL=Quantum,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.002525253,9.411809,71488,0.0005272505,0.2087912,1,"Quantum","InWarranty","Re-Import","Other","N","Germany","SuperUrban",FALSE,396,0.002525253,0,78217,122378,100297.5,0.266306969,9.22231659250982e-11,9.4824893598635,8.24988798134028e-11,2.7549899433739,0.893764958794726,1553,7,-9.70382826946385e-08,-8.60719075078108e-08,-84.8483238881951,0.208791356747225,0.064141650536111,0.986964387330695,1635,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"682","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.01265823,47.17818,71510,0.005278154,0.4169742,1,"Opal","InWarranty","Re-Import","Corporate","N","UnitedKingdom","SuperUrban",FALSE,79,0.01265823,0,115052.5,155000.5,135026.5,0.266306969,5.05909551682848e-10,47.5324774546174,4.95267740031751e-10,6.75023391431252,0.978806920100371,1555,7,-1.37213755924049e-07,-1.29346399670823e-07,-102.055753033898,0.416974253114377,0.516455941689867,0.997399461062092,1637,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"683","BreakPad","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",2.041287e-07,0.01388889,51.76495,71524,0.005744491,0.4136033,5,"Ultima","InWarranty","VWDealer","Private","Y","Holland","VeryRural",FALSE,360,0.01388889,0,143599.5,155827.5,149713.5,0.266306969,2.78076016476009e-09,52.1536858466516,2.72748232605562e-09,15.8408063089003,0.980696324338854,1561,7,-2.59373382351583e-07,-2.482758866846e-07,-135.285443386463,0.413603390911729,0.505405536583576,0.976740171460786,1643,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"684","BreakPad","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,COUNTRY=Belgium,GEO_TYPE=NormalRural}=>{FAULT_TYPE=BreakPad}",2.449545e-07,0.01348315,50.25272,71534,0.006865499,0.5091912,6,"Ultima","InWarranty","VWDealer","Private","Y","Belgium","NormalRural",FALSE,445,0.01348315,0,145565.5,155517.5,150541.5,0.266306969,3.23752517623709e-09,50.6301057408678,3.17363881709054e-09,17.0873339539584,0.980118385651591,1565,7,-2.58916617340106e-07,-2.47829730193565e-07,-134.038915741405,0.509191323985864,0.837753421444034,0.981959683011759,1647,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"685","BreakPad","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,COUNTRY=Holland,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=BreakPad}",8.165149e-08,0.01219512,45.45215,71547,0.002520988,0.206721,2,"Ultima","InWarranty","VWDealer","Private","Y","Holland","NormalUrban",FALSE,164,0.01219512,0,128082.5,154529,141305.75,0.266306969,9.74005357912566e-10,45.7934692651622,9.52742092842333e-10,9.36236838171139,0.978005390994042,1568,7,-2.6118013715843e-07,-2.50050626917813e-07,-141.763881313652,0.304169618667139,0.237173897523157,0.983984487237518,1650,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"686","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Italy,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",8.165149e-08,0.1,372.7077,71586,0.07297297,0.7297297,2,"Opal","InWarranty","VWDealer","Corporate","N","Italy","SuperRural",FALSE,20,0.1,0,154825.5,164360.5,159593,0.266306969,8.14340463918377e-09,375.506508055371,8.1217251044307e-09,27.3352763189407,0.997317746377855,1578,7,-2.42233865910774e-07,-2.30606031644396e-07,-119.895923217565,0.7297297,2.50249959300004,0.997775024,1660,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"687","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Italy,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",3.26606e-07,0.02702703,100.7318,56029,0.001458845,0.05397727,8,"Opal","InWarranty","VWDealer","*","N","Italy","SuperRural",FALSE,296,0.02702703,1,155401.5,160559,157980.25,0.266306969,8.74021270626279e-09,101.488256584078,8.65419705192908e-09,28.2169629814209,0.990084613195073,1579,6,-2.41637057843695e-07,-2.30073559696897e-07,-119.014236555084,0.0539774440624812,-0.142342150831485,0.991767589705565,1661,1,";10;11;12;14;15;16;1",0,0,FALSE
"688","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Italy,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",3.674317e-07,0.02556818,95.29457,36299,0.01398314,0.546896,9,"*","InWarranty","VWDealer","*","N","Italy","SuperRural",FALSE,352,0.02556818,2,155859,160294,158076.5,0.266306969,9.29671022096448e-09,96.0101798913118,9.20001176470598e-09,29.0931384346461,0.989520443204848,1580,5,-2.41080560328994e-07,-2.29527744984121e-07,-118.138061101859,0.546896181112617,1.00711593587625,0.991297871025626,1662,1,";11;12;14;15;16;1",0,0,FALSE
"689","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SmallTown}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.015625,58.23557,71472,0.006146327,0.3933649,1,"Opal","InWarranty","VWDealer","Private","N","Spain","SmallTown",FALSE,64,0.015625,0,119588.5,156799,138193.75,0.266306969,6.27030162010348e-10,58.6728918836518,6.16344838659341e-10,7.53027466139574,0.982830933127092,1583,7,-2.61527112354333e-07,-2.50387024171996e-07,-143.595975033967,0.393364928,0.449218747527344,0.9857601536,1665,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"690","BreakPad","{AGE=OutofWarranty,MODEL=Quantum,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.003663004,13.6523,71498,7.555972e-05,0.0206278,1,"Quantum","OutofWarranty","Re-Import","Other","N","Spain","NormalRural",FALSE,273,0.003663004,0,86929,132917,109923,0.266306969,1.38672703813348e-10,13.7548184103286,1.28592383066629e-10,3.43957437551214,0.926762574214376,1590,7,-2.73373844643165e-09,-7.9465842293448e-08,-4.78088243343568,0.0206278781022352,-0.178754500115935,0.991013326766774,1672,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"691","BreakPad","{AGE=InWarranty,MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=BreakPad}",8.165149e-08,0.007380074,27.5061,36266,0.003323482,0.4503318,2,"Opal","InWarranty","*","*","N","UnitedKingdom","SuperUrban",FALSE,271,0.007380074,2,117604.5,148042.5,132823.5,0.266306969,5.80849677594026e-10,27.7126581693024,5.59896182719194e-10,7.17713067377784,0.963655090983833,1593,5,-1.37138815798138e-07,-1.29281771228135e-07,-101.628856274433,0.450331798841041,0.619280994398505,0.969851576014008,1675,1,";10;11;14;15;16;1",0,0,FALSE
"692","BreakPad","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,COUNTRY=Germany}=>{FAULT_TYPE=BreakPad}",1.469727e-06,0.01064459,39.6732,36280,0.005504915,0.5171561,36,"Ultima","InWarranty","*","Private","Y","Germany","*",FALSE,3382,0.01064459,2,152908,161702,157305,0.266306969,1.52532427843025e-08,39.9711282058112,1.48736900251647e-08,36.9895358442946,0.974928678236339,1596,5,-1.66937923233856e-07,-1.56314945931956e-07,-87.5211798663699,0.51715622677811,0.871072169595685,0.97705082112134,1678,1,";10;11;13;14;15;1",0,0,FALSE
"693","BreakPad","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=BreakPad}",2.367893e-06,0.008485735,31.62698,36281,0.003346061,0.394316,58,"Ultima","InWarranty","*","Private","Y","*","NormalUrban",FALSE,6835,0.008485735,2,149927.5,162650.5,156289,0.266306969,1.94627260986087e-08,31.8644871813325,1.88571932324791e-08,41.6463961865002,0.968651728458641,1602,5,-1.6272843991955e-07,-1.52331442724642e-07,-82.8643195241643,0.394315990306084,0.451033022132749,0.976983596588864,1684,1,";10;11;13;14;16;1",0,0,FALSE
"694","BreakPad","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Y,COUNTRY=Spain,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",4.082575e-08,0.01333333,49.69435,71521,0.00387214,0.2904105,1,"Ultima","InWarranty","VWDealer","Private","Y","Spain","SuperRural",FALSE,75,0.01333333,0,116170.5,155424.5,135797.5,0.266306969,5.33471015507848e-10,50.0675218904992,5.22817408778319e-10,6.93543742956093,0.979879990722729,1604,7,-2.61620671500835e-07,-2.50480551601877e-07,-144.190812265802,0.290410347602587,0.209287794067591,0.975307751326938,1686,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"695","BreakPad","{AGE=InWarranty,COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",6.532119e-07,0.007759457,28.92009,6522,0.001127033,0.1452463,16,"*","InWarranty","*","*","*","Holland","SuperRural",FALSE,2062,0.007759457,4,148652,153656,151154,0.266306969,4.89461476873457e-09,29.1372660247581,4.72702841781195e-09,20.8533258018322,0.965503240489679,1624,3,-9.2235891091829e-08,-8.14273779698122e-08,-66.7499880297368,0.145246374842982,-0.030060564661281,0.958366519719099,1706,1,";11;15;16;1",0,0,FALSE
"696","BreakPad","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",3.674317e-07,0.02004454,74.70755,56080,0.009416875,0.4697974,9,"Opal","InWarranty","VWDealer","*","N","Belgium","SuperRural",FALSE,449,0.02004454,1,153870.5,158763.5,156317,0.266306969,7.26714978557648e-09,75.2685522097621,7.17073073959131e-09,25.6848615884353,0.986632557855416,1625,6,-2.43110120764382e-07,-2.31557026009235e-07,-121.54633794807,0.469797261498642,0.68610524680401,0.988899840056195,1707,1,";10;11;12;14;15;16;1",0,0,FALSE
"697","BreakPad","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",5.062393e-06,0.006712863,25.01935,6525,8.043863e-05,0.01198276,124,"*","InWarranty","*","*","N","*","SuperRural",FALSE,18472,0.006712863,4,146424,164003,155213.5,0.266306969,3.26350001254422e-08,25.207237441841,3.1363983508443e-08,53.697156855659,0.960755480212435,1629,3,-6.44955057351214e-08,-5.47904228791812e-08,-33.9061569759101,0.0119828156779009,-0.187861760465174,0.966855036368238,1711,1,";11;14;16;1",0,0,FALSE
"698","BreakPad","{AGE=InWarranty,MODEL=Ultima,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",2.041287e-06,0.004867601,18.14192,6526,0.0007778626,0.1598041,50,"Ultima","InWarranty","*","*","*","*","VeryRural",FALSE,10272,0.004867601,4,140085,158795,149440,0.266306969,9.3925616886579e-09,18.2781585411683,8.88241954151035e-09,28.5807789755689,0.945275464755133,1630,3,-8.77379441719057e-08,-7.72719868461138e-08,-59.0225348560001,0.159803977359689,-0.00979754831756452,0.871384466393199,1712,1,";10;11;16;1",0,0,FALSE
"699","BreakPad","{AGE=InWarranty,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",8.165149e-07,0.00532907,19.86185,6528,0.001239331,0.2325605,20,"*","InWarranty","*","*","*","Belgium","VeryRural",FALSE,3753,0.00532907,4,141909,151663,146786,0.266306969,4.13382144998066e-09,20.0110046688264,3.92784594623349e-09,19.0083076341018,0.949797757057352,1631,3,-9.2996684410583e-08,-8.22265604413907e-08,-68.5950061974672,0.232560465522127,0.103038638373876,0.954355957043161,1713,1,";11;15;16;1",0,0,FALSE
"700","BreakPad","{AGE=InWarranty,MODEL=Ultima,USER_CUSTOMISED=Unknown,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",1.510553e-06,0.005423629,20.21428,18114,0.0005560282,0.1025196,37,"Ultima","InWarranty","*","*","Unknown","*","VeryRural",FALSE,6822,0.005423629,3,142312,157430,149871,0.266306969,7.79040826589314e-09,20.3660798677785,7.40995077965085e-09,26.1063813375119,0.950794837228444,1632,4,-8.93400975946705e-08,-7.87444556079733e-08,-61.4969324940571,0.102519549180079,-0.085747907388511,0.884570072916123,1714,1,";10;11;14;16;1",0,0,FALSE
"701","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Germany,GEO_TYPE=Village}=>{FAULT_TYPE=BreakPad}",1.224772e-07,0.04411765,164.4298,36394,0.03854003,0.8735741,3,"*","InWarranty","VWDealer","Private","*","Germany","Village",FALSE,68,0.04411765,2,150955,162430,156692.5,0.266306969,5.37078971067639e-09,165.664646951091,5.33838695241143e-09,22.1617435512433,0.993921138595079,1637,5,-2.56783352805667e-07,-2.45664982058244e-07,-128.96450614412,0.873574091095061,6.70984587134719,0.994603540759764,1719,1,";11;12;13;15;16;1",0,0,FALSE
"702","BreakPad","{MODEL=Ultima,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,GEO_TYPE=VeryRural}=>{FAULT_TYPE=BreakPad}",2.041287e-07,0.001540832,5.742799,18314,0.0004309089,0.2796599,5,"Ultima","*","*","Corporate","Unknown","*","VeryRural",FALSE,3245,0.001540832,3,97661,106216,101938.5,0.266306969,2.6016713769549e-10,5.78592443819974,2.15230152049704e-10,4.4496135031484,0.825978315472357,1673,4,-3.25689225717592e-08,-2.26068018406895e-08,-38.8405727435782,0.279659949949118,0.18823606501586,0.85078782112521,1755,1,";10;13;14;16;1",0,0,FALSE
"703","EngineControl","{AGE=InWarranty,MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y,COUNTRY=Holland,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",1.020644e-06,0.01418037,271.1468,69304,0.002018742,0.1423617,25,"Hopper","InWarranty","VWFranchise","Other","Y","Holland","Suburban",FALSE,1763,0.01418037,0,158839.5,165225.5,162032.5,0.051751962,1.44202892287765e-08,274.006423176768,1.43686866780206e-08,82.4657605972203,0.996383676120752,1747,7,-9.19688062642021e-08,-9.159428502123e-08,-141.375968836061,0.142361588590425,-0.0339159617567164,0.99551541038774,1831,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"704","EngineControl","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.0001104728,2.112381,69679,4.849155e-05,0.4389455,1,"Lamura","OutofWarranty","VWDealer","Corporate","N","Spain","NormalUrban",FALSE,9052,0.0001104728,0,15231.5,69823.5,42527.5,0.051751962,2.3973222519785e-12,2.13465916519262,1.27474610590569e-12,0.776626751081585,0.526795183525656,1748,7,-6.85979317171375e-11,-1.71075423783019e-08,-1.57835910947753,0.438945423669899,0.582357929348361,0.995311209637123,1832,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"705","EngineControl","{MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",1.265598e-06,0.001335689,25.54007,33715,1.976075e-05,0.01479443,31,"Ultima","*","Re-Import","Corporate","Unknown","*","Suburban",FALSE,23209,0.001335689,2,136204,158078,147141,0.051751962,1.62494814741872e-09,25.8094369446322,1.56347059200829e-09,27.1906612890314,0.96175712237205,1749,5,-7.85333108618505e-09,-7.53058370511873e-09,-38.1218642395645,0.0147946116199204,-0.184977878210497,0.96908137298428,1833,1,";10;12;13;14;16;1",0,0,FALSE
"706","EngineControl","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Portugal,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.01298701,248.3282,69672,0.01071976,0.8254216,1,"Ultima","OutofWarranty","VWFranchise","Corporate","Unknown","Portugal","Suburban",FALSE,77,0.01298701,0,117203,163549.5,140376.25,0.051751962,5.28091610844878e-10,250.947200803711,5.25988704266041e-10,15.7785934995189,0.995976201945345,1750,7,-6.36832279656052e-09,-1.10442991138605e-08,-35.5949242258715,0.825421555846958,4.52824637945185,0.997516170388719,1834,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"707","EngineControl","{AGE=InWarranty,MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=Village}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.002564103,49.0289,69575,0.001263149,0.4926279,1,"Lamura","InWarranty","Re-Import","Private","N","Switzerland","Village",FALSE,390,0.002564103,0,83450.5,155328.5,119389.5,0.051751962,1.02568615389628e-10,49.5460056181058,1.00500054681833e-10,6.89700360573533,0.979619463706111,1751,7,-1.27620699197128e-08,-1.7008317069726e-08,-68.0260922956649,0.492628026253235,0.771111496130494,0.999797986352342,1835,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"708","EngineControl","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=UnitedKingdom,GEO_TYPE=Village}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.009174312,175.4245,69609,0.004863967,0.5301724,1,"Ultima","OutofWarranty","VWFranchise","Private","Unknown","UnitedKingdom","Village",FALSE,109,0.009174312,0,110252,162635.5,136443.75,0.051751962,3.72435355471378e-10,177.274670282066,3.70336079836968e-10,13.2396897326815,0.994303966740914,1753,7,-6.52397905193402e-09,-1.11999517382896e-08,-38.1338279927089,0.530172398758621,0.929357730062388,0.996629135786967,1837,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"709","EngineControl","{AGE=InWarranty,MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y,COUNTRY=Germany,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",3.674317e-07,0.02743902,524.669,69286,0.01075498,0.3919592,9,"Hopper","InWarranty","VWFranchise","Other","Y","Germany","Suburban",FALSE,328,0.02743902,0,156473,164814,160643.5,0.051751962,1.0062950453558e-08,530.202507104948,1.00441043910338e-08,68.9498717271682,0.998107401997168,1754,7,-9.63261450394206e-08,-9.59188673082169e-08,-154.891857706113,0.391958969380102,0.444797349107992,0.997910383825661,1838,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"710","EngineControl","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=Germany,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.1666667,3186.878,69509,0.1460481,0.8762887,1,"Ultima","InWarranty","VWFranchise","Private","Unknown","Germany","Suburban",FALSE,6,0.1666667,0,153277.5,165480.5,159379,0.051751962,6.80218021486238e-09,3220.49046179157,6.80007049212847e-09,56.7332176759552,0.999686458203286,1755,7,-7.16802605840548e-09,-6.73860003442267e-09,-22.9902652090147,0.876288664742267,6.90000032666661,0.999787246822551,1839,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"711","EngineControl","{AGE=InWarranty,MODEL=Ultima,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=Germany,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",1.224772e-07,0.002752294,52.62735,53252,6.050354e-05,0.02198295,3,"Ultima","InWarranty","*","Private","Unknown","Germany","Suburban",FALSE,1090,0.002752294,1,107845.5,155962.5,131904,0.051751962,3.30754827296534e-10,53.1824088137953,3.2455017133555e-10,12.3940150607478,0.981042130042479,1756,6,-1.25338837078059e-08,-1.19245824391278e-08,-62.5290808406525,0.0219831166292556,-0.177385148962841,0.987116612542119,1840,1,";10;11;13;14;15;16;1",0,0,FALSE
"712","EngineControl","{AGE=InWarranty,MODEL=Ultima,USER_CUSTOMISED=Unknown,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=EngineControl}",2.449545e-07,0.004307251,82.3601,33359,0.0009928566,0.2305082,6,"Ultima","InWarranty","*","*","Unknown","Holland","NormalRural",FALSE,1393,0.004307251,2,129206,159475,144340.5,0.051751962,1.04240363910377e-09,83.2287479265037,1.02993767035816e-09,22.0787195687098,0.987914381911043,1757,5,-1.18222348959986e-08,-1.12191949401052e-08,-52.8443763326904,0.230508275463863,0.0996821994080617,0.990386018831965,1841,1,";10;11;14;15;16;1",0,0,FALSE
"713","EngineControl","{AGE=InWarranty,MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Unknown,COUNTRY=Portugal,GEO_TYPE=NormalRural}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.07142857,1365.805,69421,0.06025539,0.8435754,1,"Hopper","InWarranty","VWFranchise","Other","Unknown","Portugal","NormalRural",FALSE,14,0.07142857,0,144351,165313,154832,0.051751962,2.91401212901488e-09,1380.20989426449,2.91190219979522e-09,37.1252194609178,0.99926840223539,1758,7,-9.7853854086781e-08,-9.74324605182188e-08,-180.696929347958,0.84357547687151,5.20000236521521,0.999420262368405,1842,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"714","EngineControl","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=Portugal,GEO_TYPE=NormalRural}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.006134969,117.3084,69523,0.001159845,0.1890547,1,"Ultima","InWarranty","Re-Import","Private","Unknown","Portugal","NormalRural",FALSE,163,0.006134969,0,102325.5,161347.5,131836.5,0.051751962,2.48351897989128e-10,118.545631178196,2.46258512372586e-10,10.7962999580678,0.991482059925652,1759,7,-1.26162866371133e-08,-1.20028740980908e-08,-64.1267959433324,0.189054745019901,0.0333333616844602,0.994220203883671,1843,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"715","EngineControl","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=France,GEO_TYPE=Village}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.01724138,329.6771,69531,0.01097179,0.6363636,1,"Ultima","InWarranty","Re-Import","Corporate","Unknown","France","Village",FALSE,58,0.01724138,0,122449,164149.5,143299.25,0.051751962,7.01779456872379e-10,333.154132397918,6.99674609902666e-10,18.1981945856437,0.996969089530662,1760,7,-1.216285907823e-08,-1.15494580005607e-08,-56.7249013157565,0.636363678545453,1.55172445700002,0.997604735235811,1844,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"716","EngineControl","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=France,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",8.165149e-08,0.003802281,72.70445,69532,0.0004822282,0.126826,2,"Ultima","InWarranty","VWDealer","Corporate","Unknown","France","Suburban",FALSE,526,0.003802281,0,106263,158566,132414.5,0.051751962,3.06236284240967e-10,73.4712434670593,3.02074641687286e-10,11.9573029545062,0.986266863538079,1761,7,-1.25584022508615e-08,-1.19470579687761e-08,-62.9657929468941,0.12682597630212,-0.0547311937930062,0.992567195849018,1845,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"717","EngineControl","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=Spain,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",4.082575e-08,0.03846154,735.4335,69542,0.01784298,0.4639175,1,"Ultima","InWarranty","VWFranchise","Private","Unknown","Spain","Suburban",FALSE,26,0.03846154,0,135720,164991,150355.5,0.051751962,1.56810840399238e-09,743.189987656893,1.56600002283085e-09,27.2255343923303,0.998641317771523,1762,7,-1.24020978692755e-08,-1.19726705037203e-08,-52.4979484926396,0.463917461443302,0.669230545538497,0.999078069416877,1846,1,";10;11;12;13;14;15;16;1",0,0,FALSE
